Id Activity
PBCHM92967710 0.178178
PBCHM93012486 0.963101
PBCHM93215708 0.881864
PBCHM93794134 0.936346
PBCHM94216226 0.613803
PBCHM94346333 0.162878
PBCHM94486042 0.16193
PBCHM95190421 0.0982959
PBCHM95394775 0.408346
PBCHM95834775 0.625344
PBCHM96106157 0.755832
PBCHM96595073 0.929055
PBCHM97014085 0.22281
PBCHM97098326 0.514901
PBCHM97239826 0.60906
PBCHM97310874 0.229527
PBCHM97390620 0.679482
PBCHM97447545 0.280558
PBCHM97462109 0.0468174
PBCHM97469775 0.617277
PBCHM97491396 0.908039
PBCHM97590144 0.819515
PBCHM97591945 0.978122
PBCHM98130306 0.0098194
PBCHM98382881 0.73768
PBCHM98450438 0.534935
PBCHM98457065 0.702595
PBCHM99715383 0.217105
PBCHM99793517 0.616437
PBCHM99805451 0.802118
PBCHM100210717 0.142832
PBCHM100234415 0.192815
PBCHM100475901 0.686964
PBCHM100506821 0.727391
PBCHM100519437 0.487436
PBCHM100558915 0.00558285
PBCHM100566196 0.620097
PBCHM100585618 0.0654428
PBCHM100621140 0.933839
PBCHM100732720 0.00745887
PBCHM100783092 0.817198
PBCHM100791864 0.060444
PBCHM100793628 0.112546
PBCHM100922701 0.573604
PBCHM101006568 0.92805
PBCHM101266945 0.153492
PBCHM101269152 0.492978
PBCHM101416050 0.762523
PBCHM101507485 0.211485
PBCHM101608522 0.588633
PBCHM101617607 0.627871
PBCHM101626215 0.370887
PBCHM101744943 0.694673
PBCHM101788918 0.319058
PBCHM101861935 0.992631
PBCHM101957623 0.200008
PBCHM101990150 0.677629
PBCHM102102197 0.779661
PBCHM102111207 0.496339
PBCHM102166147 0.968379
PBCHM102297187 0.301598
PBCHM102589549 0.813764
PBCHM102759998 0.580777
PBCHM102952268 0.758955
PBCHM102978144 0.722056
PBCHM102982019 0.603919
PBCHM103070910 0.540266
PBCHM103161100 0.154068
PBCHM103179040 0.316946
PBCHM103188030 0.478876
PBCHM103780066 0.577172
PBCHM104371369 0.985518
PBCHM104412676 0.610861
PBCHM104548686 0.366693
PBCHM104592988 0.295748
PBCHM104673294 0.518558
PBCHM104773487 0.0334582
PBCHM104832656 0.642518
PBCHM105069468 0.872045
PBCHM105097399 0.551528
PBCHM105122235 0.832086
PBCHM105306504 0.878903
PBCHM105319483 0.496179
PBCHM105582181 0.404218
PBCHM105588370 0.223733
PBCHM105623145 0.201855
PBCHM105653869 0.211675
PBCHM105663545 0.949354
PBCHM105737630 0.484289
PBCHM105795266 0.186884
PBCHM105919662 0.403989
PBCHM106215318 0.0204256
PBCHM106409594 0.822544
PBCHM106671906 0.965376
PBCHM106702175 0.158192
PBCHM106723129 0.845156
PBCHM107018347 0.572546
PBCHM107112041 0.0599828
PBCHM107113238 0.0655656
PBCHM107167847 0.685663
PBCHM107211976 0.751106
PBCHM107291965 0.684945
PBCHM107614505 0.692404
PBCHM107616272 0.509601
PBCHM107735218 0.570045
PBCHM107773596 0.682592
PBCHM107804739 0.256196
PBCHM107837388 0.184245
PBCHM107860059 0.337737
PBCHM107915350 0.830716
PBCHM107959717 0.593238
PBCHM107961766 0.804723
PBCHM107994534 0.393356
PBCHM108130967 0.0212271
PBCHM108328172 0.392114
PBCHM108476857 0.0867869
PBCHM108485652 0.405845
PBCHM108547752 0.398476
PBCHM108694728 0.598485
PBCHM108716734 0.276114
PBCHM108759895 0.0557746
PBCHM108831136 0.552114
PBCHM108920198 0.520493
PBCHM108934186 0.82209
PBCHM108962264 0.635854
PBCHM108971457 0.216631
PBCHM109032057 0.975586
PBCHM109348871 0.697641
PBCHM109599951 0.301561
PBCHM109656987 0.841826
PBCHM109735318 0.995895
PBCHM109806196 0.312841
PBCHM109876828 0.791717
PBCHM110084810 0.368889
PBCHM110086466 0.354407
PBCHM110359696 0.965268
PBCHM110399045 0.331961
PBCHM110459787 0.627708
PBCHM110782781 0.146266
PBCHM110951954 0.179724
PBCHM111018021 0.822242
PBCHM111234769 0.694288
PBCHM111328376 0.245815
PBCHM111364883 0.077901
PBCHM111423560 0.956804
PBCHM111762741 0.452983
PBCHM111836805 0.857202
PBCHM111962776 0.0809349
PBCHM112159975 0.28279
PBCHM112212875 0.494465
PBCHM112282089 0.443819
PBCHM112349602 0.928108
PBCHM112496166 0.114992
PBCHM112551246 0.518981
PBCHM112770625 0.539407
PBCHM112774729 0.36195
PBCHM112850243 0.327327
PBCHM112903415 0.485518
PBCHM112970481 0.330674
PBCHM113014224 0.90322
PBCHM113102020 0.963203
PBCHM113267810 0.0287686
PBCHM113326037 0.714432
PBCHM113352898 0.465537
PBCHM113413631 0.150482
PBCHM113553638 0.842886
PBCHM113709034 0.352487
PBCHM113771919 0.922533
PBCHM113963683 0.605125
PBCHM114095826 0.86132
PBCHM114175776 0.0455656
PBCHM114306803 0.383303
PBCHM114528320 0.214019
PBCHM114568520 0.807257
PBCHM114609266 0.61198
PBCHM114621890 0.00533623
PBCHM114704021 0.0265633
PBCHM114910592 0.418677
PBCHM114970719 0.505464
PBCHM115140547 0.911309
PBCHM115261832 0.309786
PBCHM115349496 0.90827
PBCHM115398689 0.184384
PBCHM115666893 0.240159
PBCHM115833237 0.792273
PBCHM115892410 0.312765
PBCHM115918228 0.134856
PBCHM115991317 0.77071
PBCHM116052728 0.987341
PBCHM116185567 0.962927
PBCHM116271533 0.660568
PBCHM116365180 0.962129
PBCHM116513754 0.803955
PBCHM116539115 0.79985
PBCHM116612530 0.112691
PBCHM116845412 0.904408
PBCHM116966487 0.273297
PBCHM117000134 0.627704
PBCHM117065763 0.592972
PBCHM117222696 0.924933
PBCHM117481658 0.552641
PBCHM117516443 0.698907
PBCHM117646321 0.878632
PBCHM117646979 0.700874
PBCHM117647645 0.395162
PBCHM117728701 0.640977
PBCHM117910256 0.718878
PBCHM118113786 0.675682
PBCHM118114290 0.128665
PBCHM118337664 0.985867
PBCHM118362330 0.066802
PBCHM118486974 0.349592
PBCHM118502034 0.844057
PBCHM118562453 0.287876
PBCHM118843849 0.215983
PBCHM118866638 0.330976
PBCHM118896362 0.849957
PBCHM118965167 0.389364
PBCHM119114096 0.751314
PBCHM119131186 0.0786409
PBCHM119149036 0.564159
PBCHM119318429 0.894833
PBCHM119322247 0.798053
PBCHM119667755 0.761256
PBCHM119817932 0.790024
PBCHM120031680 0.504456
PBCHM120090022 0.969993
PBCHM120117686 0.120476
PBCHM120372617 0.963362
PBCHM120386506 0.315849
PBCHM120428606 0.238382
PBCHM120476048 0.843506
PBCHM120718711 0.704827
PBCHM120766919 0.750392
PBCHM120852417 0.133695
PBCHM120965544 0.347714
PBCHM120992914 0.154971
PBCHM121043905 0.76695
PBCHM121133506 0.772287
PBCHM121196213 0.79885
PBCHM121276027 0.217527
PBCHM121280435 0.722991
PBCHM121290643 0.6343
PBCHM121436785 0.944086
PBCHM121609672 0.852356
PBCHM121681623 0.0367403
PBCHM121820878 0.276899
PBCHM121918287 0.0691718
PBCHM121970260 0.381937
PBCHM122047442 0.516793
PBCHM122338965 0.287503
PBCHM122648596 0.274844
PBCHM122670683 0.237771
PBCHM122733218 0.898339
PBCHM122809687 0.860468
PBCHM122966165 0.664423
PBCHM123116527 0.464273
PBCHM123128244 0.576964
PBCHM123162459 0.481372
PBCHM123222847 0.754669
PBCHM123228654 0.382373
PBCHM123247408 0.975346
PBCHM123657651 0.900279
PBCHM123706294 0.45292
PBCHM123836268 0.151828
PBCHM123905428 0.0304592
PBCHM124077878 0.731333
PBCHM124082993 0.126495
PBCHM124100400 0.767472
PBCHM124279822 0.48635
PBCHM124292777 0.162032
PBCHM124332844 0.290697
PBCHM124390682 0.276564
PBCHM124398155 0.343366
PBCHM124429763 0.692958
PBCHM124594690 0.537015
PBCHM124801996 0.824891
PBCHM124854558 0.0408739
PBCHM124955753 0.37185
PBCHM124973904 0.221807
PBCHM125419156 0.61117
PBCHM125456631 0.362485
PBCHM125546656 0.441126
PBCHM125604258 0.00528459
PBCHM125793640 0.900117
PBCHM125850360 0.69817
PBCHM125924852 0.459426
PBCHM125993256 0.24945
PBCHM126262275 0.753906
PBCHM126267361 0.7239
PBCHM126283395 0.844376
PBCHM126508029 0.807737
PBCHM126510628 0.123586
PBCHM126838104 0.361968
PBCHM126903854 0.205474
PBCHM126985053 0.9103
PBCHM127032788 0.660693
PBCHM127178616 0.794388
PBCHM127300664 0.142101
PBCHM127330259 0.297072
PBCHM127369522 0.0640223
PBCHM127412595 0.836309
PBCHM127439377 0.635159
PBCHM127448140 0.852686
PBCHM127468833 0.575677
PBCHM127530008 0.209977
PBCHM127608676 0.154063
PBCHM127678657 0.00641908
PBCHM127784195 0.0431594
PBCHM128015473 0.320058
PBCHM128026027 0.38923
PBCHM128183382 0.771167
PBCHM128319582 0.287961
PBCHM128542749 0.575464
PBCHM128722978 0.850308
PBCHM128808679 0.0880783
PBCHM128882196 0.986417
PBCHM129130654 0.846884
PBCHM129173118 0.511307
PBCHM129189862 0.97558
PBCHM129236154 0.552544
PBCHM129288576 0.0339166
PBCHM129480577 0.788586
PBCHM129514602 0.170959
PBCHM129674685 0.146305
PBCHM129731634 0.0465835
PBCHM129761328 0.499504
PBCHM129865462 0.651331
PBCHM130164854 0.68179
PBCHM130196174 0.413123
PBCHM130327248 0.539618
PBCHM130529435 0.30709
PBCHM130846935 0.79344
PBCHM131146966 0.955472
PBCHM131210959 0.24617
PBCHM131338968 0.522734
PBCHM131726061 0.866101
PBCHM131840836 0.559059
PBCHM131873263 0.0960743
PBCHM131902837 0.920965
PBCHM132040422 0.961839
PBCHM132108286 0.333688
PBCHM132293367 0.555495
PBCHM132336521 0.166665
PBCHM132348949 0.52915
PBCHM132351956 0.970276
PBCHM132539667 0.97556
PBCHM132696104 0.875677
PBCHM132731809 0.573848
PBCHM132741270 0.0332738
PBCHM133310938 0.282724
PBCHM133386686 0.0366305
PBCHM133486201 0.76053
PBCHM133507850 0.604906
PBCHM133756213 0.412643
PBCHM133776317 0.536229
PBCHM134071292 0.898197
PBCHM134212413 0.103671
PBCHM134232762 0.0139715
PBCHM134291263 0.674664
PBCHM134434712 0.469052
PBCHM134479620 0.611153
PBCHM134491536 0.908225
PBCHM134511271 0.972247
PBCHM134625283 0.808556
PBCHM134815332 0.443715
PBCHM134912540 0.296401
